code,term
Y55,"tác nhân chủ yếu tác động lên cơ trơn, cơ xương và/hoặc hệ hô hấp"
Y56,"tác nhân dùng tại chỗ chủ yếu ảnh hưởng đến da, màng nhầy và/hoặc các loại thuốc nhãn khoa, tai mũi họng và/hoặc nha khoa"
Y57,dược chất và/hoặc thuốc điều trị khác và/hoặc không xác định
Y58,vắc xin chống vi khuẩn
Y59,vắc xin và sinh phẩm khác và/hoặc không xác định
Y60,"vết cắt, đâm thủng, thủng hoặc xuất huyết ngoài ý muốn trong chăm sóc ngoại khoa và/hoặc nội khoa"
Y61,dị vật vô tình để lại trong cơ thể trong chăm sóc ngoại khoa và/hoặc nội khoa
Y62,không đảm bảo vô khuẩn trong chăm sóc ngoại khoa và/hoặc nội khoa
Y63,sai sót về liều lượng thuốc trong chăm sóc ngoại khoa và/hoặc nội khoa
Y64,"chế phẩm y tế, sinh phẩm bị ô nhiễm"
Y65,sai sót khác của chăm sóc ngoại khoa và/hoặc nội khoa
Y66,không thực hiện can thiệp ngoại khoa và/hoặc nội khoa
Y69,sai sót không xác định của chăm sóc ngoại khoa và/hoặc nội khoa
Y70,thiết bị gây mê có liên quan đến biến cố bất lợi
Y70,dụng cụ gây mê kết hợp với tai biến
Y71,thiết bị tim mạch có liên quan đến biến cố bất lợi
Y72,thiết bị tai mũi họng có liên quan đến biến cố bất lợi
Y73,thiết bị tiêu hóa và/hoặc tiết niệu có liên quan đến biến cố bất lợi
Y74,bệnh viện đa khoa và/hoặc các thiết bị sử dụng cá nhân có liên quan đến biến cố bất lợi
Y75,thiết bị thần kinh có liên quan đến biến cố bất lợi
Y76,thiết bị sản phụ khoa có liên quan đến biến cố bất lợi
Y77,thiết bị nhãn khoa có liên quan đến biến cố bất lợi
Y78,thiết bị phóng xạ có liên quan đến biến cố bất lợi
Y79,thiết bị chỉnh hình có liên quan đến biến cố bất lợi
Y80,thiết bị y tế liên quan đến sự cố y khoa
Y81,thiết bị ngoại khoa và/hoặc tạo hình liên quan đến sự cố y khoa
Y82,thiết bị khác và/hoặc không xác định có liên quan đến biến cố bất lợi
Y83,"can thiệp ngoại khoa là nguyên nhân của phản ứng bất thường của người bệnh hoặc biến chứng sau này, không đề cập đến sai sót tại thời điểm thực hiện"
Y84,"can thiệp khác là nguyên nhân của phản ứng bất thường ở người bệnh hay biến chứng sau này, không đề cập đến sai sót tại thời điểm thực hiện"
Y85,di chứng của tai nạn giao thông vận tải
Y86,di chứng của các tai nạn khác
Y87,"di chứng của hành vi cố ý tự làm hại bản thân, tấn công và/hoặc các sự kiện không xác định được chủ đích"
Y88,di chứng của chăm sóc ngoại khoa và/hoặc nội khoa là nguyên nhân bên ngoài
Y89,di chứng của các nguyên nhân bên ngoài khác
Y90,bằng chứng về tác động do rượu xác định bởi nồng độ cồn trong máu
Y91,bằng chứng về tác động do rượu xác định bằng mức độ nhiễm độc
Y95,nhiễm trùng mắc phải tại bệnh viện
Y96,bệnh mắc phải liên quan đến công việc
Y97,bệnh mắc phải liên quan đến ô nhiễm môi trường
Y98,bệnh mắc phải liên quan đến lối sống
Z00,khám lâm sàng và/hoặc cận lâm sàng cho những người không có than phiền về sức khỏe và/hoặc chẩn đoán được ghi nhận
Z01,khám lâm sàng và/hoặc cận lâm sàng chuyên khoa cho những người không có than phiền về sức khỏe hoặc chẩn đoán được ghi nhận
Z02,khám vì lý do hành chính
Z03,"theo dõi và đánh giá y tế đối với các bệnh và/hoặc bệnh lý nghi ngờ, bệnh được loại trừ"
Z04,khám và/hoặc theo dõi vì những lý do khác
Z08,tái khám sau điều trị u ác tính
Z09,tái khám sau điều trị bệnh lý ngoài u ác tính
Z10,khám sức khỏe tổng quát định kỳ cho nhóm đối tượng xác định
Z11,khám sàng lọc chuyên khoa bệnh nhiễm trùng và/hoặc ký sinh trùng
Z12,khám sàng lọc chuyên khoa u tân sinh
Z13,khám sàng lọc chuyên khoa bệnh và/hoặc rối loạn khác
Z20,tiếp xúc và/hoặc phơi nhiễm với bệnh truyền nhiễm
Z21,tình trạng nhiễm virus suy giảm miễn dịch ở người [hiv] không có triệu chứng
Z22,người mang mầm bệnh nhiễm trùng
Z23,nhu cầu tiêm chủng phòng các bệnh nhiễm khuẩn đơn lẻ
Z24,nhu cầu tiêm chủng phòng một số bệnh do nhiễm virus đơn lẻ
Z25,nhu cầu tiêm chủng phòng bệnh do nhiễm virus đơn lẻ khác
Z26,nhu cầu tiêm chủng phòng các bệnh nhiễm trùng đơn lẻ khác
Z27,nhu cầu tiêm chủng phòng các bệnh nhiễm trùng kết hợp
Z28,không thực hiện được tiêm chủng
Z29,nhu cầu thực hiện biện pháp dự phòng khác
Z30,quản lý biện pháp tránh thai
Z31,quản lý hỗ trợ sinh sản
Z32,thăm khám và/hoặc xét nghiệm xác định có thai
Z33,"trạng thái mang thai, mã phụ trợ"
Z34,theo dõi thai kỳ bình thường
Z35,theo dõi thai phụ có thai kỳ nguy cơ cao
Z36,khám sàng lọc trước sinh
Z37,kết quả sinh đẻ
Z38,trẻ sinh ra sống theo nơi sinh
Z39,chăm sóc và/hoặc thăm khám sau sinh
Z40,phẫu thuật dự phòng
Z41,can thiệp vì mục đích khác ngoài phục hồi tình trạng sức khỏe
Z42,chăm sóc y tế tiếp có can thiệp tạo hình
Z43,chăm sóc lỗ mở nhân tạo
Z44,lắp và/hoặc điều chỉnh bộ phận giả bên ngoài
Z45,điều chỉnh thiết bị cấy ghép
Z46,điều chỉnh thiết bị khác
Z47,tái khám sau chỉnh hình khác
Z48,chăm sóc sau phẫu thuật khác
Z49,chăm sóc liên quan đến lọc máu nhân tạo
Z50,chăm sóc có sử dụng kỹ thuật phục hồi chức năng
Z51,khác
Z52,hiến tạng và/hoặc mô
Z53,"người bệnh đến cơ sở y tế để thực hiện can thiệp xác định cụ thể, không thực hiện được"
Z54,dưỡng sức
Z55,những vấn đề liên quan đến giáo dục và/hoặc kỹ năng đọc viết
Z56,những vấn đề liên quan đến việc làm và/hoặc thất nghiệp
Z57,phơi nhiễm nghề nghiệp với các yếu tố nguy cơ
Z58,vấn đề liên quan đến môi trường sống
Z59,những vấn đề liên quan đến nhà ở và/hoặc hoàn cảnh kinh tế
Z60,vấn đề liên quan đến môi trường xã hội
Z61,vấn đề liên quan đến sự kiện tiêu cực trong cuộc sống thời thơ ấu
Z62,vấn đề khác liên quan đến nuôi dạy trẻ
Z63,"vấn đề khác liên quan đến nhóm hỗ trợ chính, bao gồm cả hoàn cảnh gia đình"
Z64,vấn đề liên quan đến một số hoàn cảnh tâm lý xã hội nhất định
Z65,vấn đề liên quan đến hoàn cảnh tâm lý xã hội khác
Z70,"tư vấn liên quan đến thái độ, hành vi và/hoặc khuynh hướng tình dục"
Z71,"những người đến cơ sở y tế để được tư vấn y tế và/hoặc tư vấn khác, không phân loại mục khác"
Z71,những người đến cơ sở y tế để được tư vấn y tế và/hoặc tư vấn khác không phân loại mục khác
Z72,vấn đề liên quan đến lối sống
Z73,vấn đề liên quan đến khó khăn trong quản lý cuộc sống
Z74,vấn đề liên quan tình trạng phụ thuộc vào người chăm sóc
Z75,vấn đề liên quan đến cơ sở y tế và/hoặc dịch vụ chăm sóc sức khỏe khác
Z76,những người tiếp cận dịch vụ y tế trong hoàn cảnh khác
Z80,tiền sử gia đình có u ác tính
Z81,tiền sử gia đình có rối loạn tâm thần và/hoặc hành vi
Z82,tiền sử gia đình có một số khuyết tật và bệnh mạn tính dẫn đến tàn tật
Z83,tiền sử gia đình có rối loạn xác định cụ thể khác
Z84,tiền sử gia đình có bệnh lý khác
Z85,tiền sử cá nhân có u ác tính
Z86,tiền sử cá nhân có một số bệnh khác
Z87,tiền sử cá nhân có bệnh và/hoặc bệnh lý khác
Z88,"tiền sử cá nhân có dị ứng với dược chất, thuốc điều trị và/hoặc sinh phẩm"
Z89,mất chi mắc phải
Z90,"mất tạng [cơ quan] mắc phải, không phân loại mục khác"
Z91,"tiền sử cá nhân có yếu tố nguy cơ, không phân loại mục khác"
Z92,tiền sử cá nhân liên quan can thiệp y tế
Z93,tình trạng lỗ mở nhân tạo
Z94,tình trạng tạng và/hoặc mô được cấy ghép
Z95,sự có mặt thiết bị/dụng cụ cấy ghép tim và/hoặc mạch máu
Z96,sự có mặt của thiết bị/dụng cụ cấy ghép chức năng khác
Z97,sự có mặt thiết bị/dụng cụ cấy ghép khác
Z98,tình trạng khác sau can thiệp
Z99,"tình trạng phụ thuộc vào thiết bị và/hoặc máy móc hỗ trợ, không phân loại mục khác"
U04,hội chứng suy hô hấp cấp tính nặng [sars]
U07,sử dụng mã u07 trong tình huống khẩn cấp
U08,tiền sử cá nhân mắc covid-19
U09,tình trạng bệnh lý hậu covid-19
U10,hội chứng viêm đa cơ quan liên quan đến covid-19
U11,nhu cầu tiêm phòng covid-19
U12,vắc xin covid- 19 gây tác dụng bất lợi trong điều trị
U13,sử dụng mã u13 trong tình huống khẩn cấp
U14,sử dụng mã u14 trong tình huống khẩn cấp
U15,sử dụng mã u15 trong tình huống khẩn cấp
U16,sử dụng mã u16 trong tình huống khẩn cấp
U17,sử dụng mã u17 trong tình huống khẩn cấp
U18,sử dụng mã u18 trong tình huống khẩn cấp
U19,sử dụng mã u19 trong tình huống khẩn cấp
U20,sử dụng mã u20 trong tình huống khẩn cấp
U21,sử dụng mã u21 trong tình huống khẩn cấp
U22,sử dụng mã u22 trong tình huống khẩn cấp
U23,sử dụng mã u23 trong tình huống khẩn cấp
U24,sử dụng mã u24 trong tình huống khẩn cấp
U25,sử dụng mã u25 trong tình huống khẩn cấp
U26,sử dụng mã u26 trong tình huống khẩn cấp
U27,sử dụng mã u27 trong tình huống khẩn cấp
U28,sử dụng mã u28 trong tình huống khẩn cấp
U29,sử dụng mã u29 trong tình huống khẩn cấp
U30,sử dụng mã u30 trong tình huống khẩn cấp
U31,sử dụng mã u31 trong tình huống khẩn cấp
U32,sử dụng mã u32 trong tình huống khẩn cấp
U33,sử dụng mã u33 trong tình huống khẩn cấp
U34,sử dụng mã u34 trong tình huống khẩn cấp
U35,sử dụng mã u35 trong tình huống khẩn cấp
U36,sử dụng mã u36 trong tình huống khẩn cấp
U37,sử dụng mã u37 trong tình huống khẩn cấp
U38,sử dụng mã u38 trong tình huống khẩn cấp
U39,sử dụng mã u39 trong tình huống khẩn cấp
U40,sử dụng mã u40 trong tình huống khẩn cấp
U41,sử dụng mã u41 trong tình huống khẩn cấp
U42,sử dụng mã u42 trong tình huống khẩn cấp
U43,sử dụng mã u43 trong tình huống khẩn cấp
U44,sử dụng mã u44 trong tình huống khẩn cấp
U45,sử dụng mã u45 trong tình huống khẩn cấp
U46,sử dụng mã u46 trong tình huống khẩn cấp
U47,sử dụng mã u47 trong tình huống khẩn cấp
U48,sử dụng mã u48 trong tình huống khẩn cấp
U49,sử dụng mã u49 trong tình huống khẩn cấp
U49,sử dụng mã u49 trong trường hợp khẩn cấp
U82,kháng kháng sinh họ betalactam
U83,kháng kháng sinh khác
U84,kháng thuốc kháng vi sinh vật khác
U85,kháng thuốc chống ung thư
